video,lang,link,time_start,time_end,slo,eng
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:37,997","00:01:39,457","Preveč, morte malo počivat, tud.","Too much, you should rest a bit, too."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:41,268","00:01:42,269","Ja sej evo, dva dni.","Yeah, here we go, two days."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:42,894","00:01:43,315",Waw,Waw
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:44,521","00:01:47,985","Super, povejte najprej, na čem delate zdaj mesec pa pol,","Great, first of all, tell us what have you been working on for the last month and a half?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:48,009","00:01:51,850","pravite, da skoz počnete, nekaj delate... Na čem delate?",you say you've ben busy working on something... What are you working on?
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:51,874","00:01:53,947","Nov album, a ne, slišimo. Kakšen bo?","The new album, right, so we've heard. What's it going to be like?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:55,824","00:01:57,249","Ja, nov album.","Yes, the new album."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:01:57,341","00:02:01,523","Po mojem, da smo ene deset idej zdajle nametal skupaj",I think we've got about ten ideas in the mix right now.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:01,621","00:02:03,660","in jih z našim producentom Žaretom,","and along with our producer Žare,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:03,707","00:02:06,926","ki je prejšnji teden prišel, nekako osmišljamo zdaj","who arrived last week, we're kind of developing our ideas"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:07,502","00:02:09,573",in pripravljamo za studio.,and getting them ready for the studio.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:09,850","00:02:10,610",kamor gremo,where we'll be
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:10,690","00:02:11,888","aprila, v Hamburg.","in April, in Hamburg."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:13,342","00:02:16,959","Kakšen bo album, hm? - Kaotičen. - Kaotičen, ja.","What's the album going to be like, eh? - Chaotic. - Chaotic, yeah."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:17,471","00:02:19,451","Okey, a se tako počutite?","Okay, is this how you feel?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:21,500","00:02:22,880",Ha. - Ja. - Malo pa.,Ha. - Yeah. - A little bit.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:24,353","00:02:26,131","Torej tujina, oziroma London,","So being abroad, or in London,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:26,155","00:02:28,353","kaj je tam boljše, recimo boljše,","what are the advantages, or let's say benefits,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:28,377","00:02:29,889","oziroma zakaj ste se sploh odločili,","why did you chose to record a new album,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:29,913","00:02:32,236","da tam posnamete nov album, nove skladbe?",new songs there?
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:32,986","00:02:37,146","V bistvu je kar težko iti od doma, nekam drugam, za toliko časa, verjetno.","It's actually quite hard to move away from home, to someplace else, for such a long time, I guess."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:39,201","00:02:46,378","Ja, pa pravzaprav smo se odločili, da gremo nekam skupaj stran zato,","Yeah, but actually we decided to move away somewhere together"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:46,402","00:02:53,355","ker smo si želeli nekega novega okolja, kjer smo malo izgubljeni, malo negotovi,","because we wanted a new environment where we're a little bit lost, a little bit uncertain,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:02:54,383","00:02:59,304",kjer smo novi in popolnoma nevidni in nepomembni,where we're not known and completely invisible and insignificant
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:00,931","00:03:03,903",mimoidoči sopotniki življenja,life companions who pass you by
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:03,927","00:03:06,340","za vsakega, ki se sprehaja po teh ulicah, ne.",to everyone who walks these streets.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:08,355","00:03:10,816",Tako da smo dejansko lahko,So that we can actually be
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:12,107","00:03:16,726","ujel nek mehur svoje energije med sabo, pa neke kreative.",caught in a bubble of our own energy and creativeness.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:17,570","00:03:19,174",Kok si zdaj že greste na živce?,How much have you been getting on each other's nerves by now?
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:19,198","00:03:21,320",Že nekaj časa ste pa res skupaj.,You've been cooped up for a while now.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:21,920","00:03:24,469","Tako če se malo pohecamo, malo pa tudi po resnici, no.","I mean, if we can joke around a little bit, but also tell the truth, right."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:26,039","00:03:27,499",Jureta vprašaj.,Ask Jure.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:28,083","00:03:28,917",Jure? [inaudible],Jure? [inaudible]
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:29,560","00:03:30,905","Ja tolk si gremo na živce,","Yeah, we get on each other's nerves so much,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:30,945","00:03:32,212",da grem jst vsak dan da plac,that every day I go to our rehearsal place
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:32,240","00:03:33,380","za 8 ur vežbat, no","to practice for eight hours, right."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:36,100","00:03:38,350","Ne, se hecam, radi se mamo.","No, I'm just kidding, we love each other."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:38,844","00:03:40,179","Vsak dan en skuha,","We take turns cooking,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:41,388","00:03:42,347",skupaj pomivamo.,we do the dishes together.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:43,700","00:03:45,140",Prav dejansko vseh pet skupaj,"In fact, all five of us together"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:45,164","00:03:48,985","za eno... - en krožnik vzamemo, in pol ga skupaj... - En krožnik","we take.. - one plate, and then together... - One plate"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:49,010","00:03:50,612",s krtačo dvakrat zamahnemo,we use the dish brush twice.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:50,689","00:03:53,692","Eno viledo, en un...",We take a sponge and uh...
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:54,067","00:03:55,777","...em, čistila in gremo.","...uh, soap and off we go."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:03:57,070","00:04:00,240","Ja, niso gospodinjska opravila tolk lahka, a ne, priznajte.","Yeah, housework's not that easy, right, admit it."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:01,310","00:04:02,085",Absolutno ne.,Absolutely.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:03,452","00:04:04,753",Kdo najboljša kuha od vas?,Who's the best cook of you lot?
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:06,496","00:04:07,967",Jan. - Jan. - Janči. Janči.,Jan. - Jan. - Janči. Janči.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:08,874","00:04:10,047",Kaj najraje skuhaš Jan?,"What dish do you enjoy cooking the most, Jan?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:11,460","00:04:13,337",[inaudible],[inaudible]
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:13,612","00:04:14,072",Testenine?,Pasta?
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:15,505","00:04:19,384","Ne, niti, testenin niti ne jemo... - Ja. - tolk.","No, not really, we don't even eat pasta... - Yeah. - Much."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:19,634","00:04:21,600","Enkrat smo jih samo mel. - Samo, ja.","We just had it once. - Only once, yeah."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:21,928","00:04:25,035","Enkrat smo jih ja, ampak, zdaj se je v tem mesecu in pol","We had it once, yeah, but, in this month and a half"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:25,059","00:04:29,547","že nabral za kakšno Slovensko londonsko kuharsko knjigo, no,","we've gathered enough material for a Slovenian London Cookbook, right,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:30,103","00:04:33,732","pa imamo kar raznolike recepte, no, ponavadi.","and we prepare quite a wide range of recipes, right, usually."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:33,990","00:04:36,309","Dej povej, no, kaj je tvoja specialiteta? - Povej, kaj imamo najraje.","Tell me, what's your speciality? - Say it, what do we like best?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:36,450","00:04:38,512","Rižoto z mletim mesom,","Risotto with minced meat,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:38,695","00:04:43,204","ki so jo, hvala tebi, poimenovali nepravilno bolognese rižoto,","which, thanks to you, has been named as improper bolognese risotto,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:43,241","00:04:45,418","Vrhniški bolognese. - Vrhniški bolognese, ja.","The bolognese from Vrhnika. - The bolognese from Vrhnika, yes."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:46,870","00:04:51,917","Pa včeraj sem mal hudo juhco naredil, drgač. - Uuu, ful dobr, res. - Hudo juhco, morš večkrat stari.","And I made a mean soup yesterday, actually. - Ooh, very tasty, indeed. - A mean soup, you should make it more often, dude."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:52,240","00:04:54,350","Ja, ja, eno dobro mineštrico.","Yes, yes, a delicious minestrone."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:55,930","00:04:57,980","Ker smo bolni, paše juhce, pa to.","Since we're all sick, a soup feels nice, actually."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:04:58,381","00:05:02,135","Pa Nace ma rad pire krompir, Bojan ma tud kakšno svinjinco rad.","And Nace likes mashed potatoes, Bojan also loves pork."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:02,177","00:05:04,620","Jaz pa, jaz pa tako, zelo težko svinjino,","I do, I love decadent pork,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:05,555","00:05:07,240",k potem se ne moreš premikati tri ure.,when afterwards you can't move for three hours.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:10,393","00:05:13,794","Odlično, zdaj pa moramo končno omeniti tudi nov komad,","Great, finally we have to mention the new track,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:13,932","00:05:18,484","Everybody's Waiting, poseben, posebna pesem moram reči,","Everybody's Waiting, a unique, unique piece, I must say,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:18,527","00:05:22,333",kar malo ven izven vaših okvirjev. Malo drugačna je.,quite a bit out of the box. It's a little bit different.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:23,323","00:05:26,734","Je, ja. V bistvu je zelo osebna, ampak","It is, yes. It's very personal, actually, but"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:26,868","00:05:29,278","se mi zdi, da so to eni občutki,","I think it's about feelings,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:29,302","00:05:33,651","ki jih praktično vsi gojimo v sebi v enem trenutku v življenju,","we all face at one point in our lives,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:34,292","00:05:40,027","vsaj po pogovorih z ostalimi ljudmi o tej temi,","at least after talking to other people about this subject,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:41,134","00:05:45,165","tako da bi rekel, da je hkrati zelo osebna,","so I would say that it is very intimate and at the same time,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:45,225","00:05:50,682","pa hkrati zelo neosebna in prilagodljiva popolnoma vsakemu, ne.","very general and relatable to absolutely everybody, right."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:52,269","00:05:54,991",Zvok je pa nekoliko drugačen kot smo vajeni.,The sound is a little bit different from what we are used to.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:56,898","00:05:59,955","V bistvu smo na to tudi zelo ponosni, pa veseli,","In fact, we are very proud and very happy,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:05:59,979","00:06:03,148",da se nekako ne uokvirjamo,that we're not kind of confining ourselves
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:03,172","00:06:05,584","in da gremo res pač s tistim, kar nam paše,","and that we're really just going with what works for us,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:05,615","00:06:07,910","pa delamo muziko, v kateri uživamo.",and making music we can enjoy.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:09,140","00:06:13,132","tako, da, ja pač zanimiv, zelo zanimiv komad za nas.","so, yes, it's an exciting, very exciting song for us."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:14,749","00:06:18,253","Tako, da upamo, da bodo ljudje, ki ga bodo poslušali, tudi slišali.","So, we hope that people who listen to it, will hear it."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:20,255","00:06:20,672","To je to, ja.","That's it, yeah."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:21,732","00:06:24,165","Ampak ali so te stiske recimo zdaj lažje,","But are these adversities, let's say, getting easier now,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:24,301","00:06:27,244","ko si to dal ven ko ste vsi verjetno nekako prispevali k temu,","after you've put it out in the open, when all of you have probably all contributed to it in a way,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:27,512","00:06:29,349","je lažje zdaj, ko daš to ven,","is it easier now that it's all out in the open,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:29,373","00:06:32,226","ko te svoje občutke, ko jih v bistvu na glas poveš, izraziš?","when you basically say your feelings out loud, express them?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:34,250","00:06:38,167","Ja, po mojem, da je lažje, no bomo videli zdaj, ko se bodo začeli koncerti,","Yeah, I think it's easier, well we'll see now when the shows start,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:38,191","00:06:43,160","jaz upam, da bo bo lahkotnejše kakor je bilo, ampak jaz mislim, da je.","I hope it's going to be much lighter than it was, but I think it is."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:44,946","00:06:47,366","Pa tudi spot je malo poseben, a ne? Kje ste ga posneli?","And the video is a bit special as well, isn't it? Where did you film it?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:49,868","00:06:53,308",Spot smo pa posneli v eni posebni hiši.,We filmed the video in a very special building.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:06:55,415","00:07:00,410",In mi jo je en kolega danes v intervjuju opisal kot apres-ski koča.,And one of my colleagues described it to me in an interview today as an après-ski cottage.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:02,881","00:07:07,052","Tako da, v eni apres-ski koči smo to posneli, v Ljubljani.","So, yes, we filmed it in an après ski chalet in Ljubljana."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:08,178","00:07:10,222",V edini apres-ski koči v Ljubljani.,The only après ski chalet in Ljubljana.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:12,182","00:07:14,713","Ja, za videospot smo se odločili,","Yes, we decided for the video,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:14,737","00:07:17,900","da bi radi praktično ujeli, ehm...","to virtually capture, erm..."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:18,730","00:07:24,384",intimen prostor in intimen občutek odkrivanja samega sebe,an intimate space and this intimate feeling of self-discovery
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:24,408","00:07:29,321",skozi pesem z enim človekom.,through a song with one person.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:29,345","00:07:30,991",In to je bil Jan Gerl-Korenč.,And the person was Jan Gerl-Korenč.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:31,910","00:07:33,036","Mlad, slovenski igralec.",A young Slovenian actor
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:33,650","00:07:36,690","Ki smo zelo veseli, da se je odzval na naše povabilo.",And we are very happy that he took us up on our invitation.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:37,540","00:07:38,584",In,And
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:39,700","00:07:42,144","Pravzaprav smo želeli samo prikazati,","actually, we just wanted to show,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:42,671","00:07:44,076",kako je lahko glasba.,how music can be.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:44,949","00:07:46,096",ventil za nekoga.,a release valve for a person.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:47,509","00:07:48,897",Naša najljubša beseda ventil.,Our favourite word is release valve.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:50,136","00:07:54,032","Za, za to neko odkrivanje samega sebe,","For, for this self-discovery,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:54,056","00:07:56,024",pa razmišljanje o samem sebi.,and reflection on oneself.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:07:56,881","00:08:01,179","Torej verjamem, da tudi vi odkrivate sami sebe skozi vso glasbo, ki jo delate, a ne,","So I believe that you're on a journey of self-discovery through all the music you're making, aren't you,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:01,203","00:08:04,450","ker se tok razlikujejo kakšni komadi vaši, ane, sploh ta?","because your songs are so diverse, aren't they, especially this one?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:06,361","00:08:06,857",Absolutno.,Absolutely.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:07,821","00:08:08,473",Absolutno.,Absolutely.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:09,615","00:08:10,314","Ja, Kris?","Yes, Kris?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:11,616","00:08:13,695",Definitivno podpiram Bojanovo stališče.,I definitely second Bojan's sentiments.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:16,287","00:08:16,788",Hvala lepa.,Thank you very much.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:16,890","00:08:18,940","Tako, morate skupaj držati, ane?","Well, you have to stick together, don't you?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:19,916","00:08:20,528",Ja itak.,"Yeah, of course."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:21,420","00:08:23,686","Zdaj pa vas čaka zelo kmalu že turneja,","And now the tour is coming very soon,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:24,003","00:08:26,673","ane, nova ter pestra turneja spet.","right, another eventful tour again."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:28,000","00:08:28,810",Kam greste vse? - Ja.,Where are you heading to? - Yeah.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:30,230","00:08:32,115","Ne morem verjeti, ampak nek fan je objavil","I can't believe it, but a fan posted"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:32,512","00:08:36,475","včeraj ali to, da je kao že naslednji vikend koncert v Helsinkih,","yesterday, that the Helsinki gig is next weekend,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:36,512","00:08:39,722","kar me je kar... - Kaj? - Ja, ni čist, naslednji vikend smo še tukaj,","which made me... - What? - Yeah, not quite there yet, we're still here next weekend,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:39,746","00:08:45,047","ampak en vikend za tem pa je, kar je vseeno zelo zastrašujoče dejstvo,","but it's on a weekend after that, which is still a very daunting fact,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:45,071","00:08:47,230",ker je London tako hitro minil za nas.,because London sped by so quickly for us.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:47,819","00:08:50,468","In sicer najprej se odpravljamo v Helsinke,","And we're going to Helsinki first,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:50,630","00:08:52,928","kjer imamo drugega in tretjega marca koncert,","where we have a concert on the second and third of March,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:53,992","00:08:57,734","pol pa se spustimo dol po Baltiku, Poljski, Nemčiji,","and then we travel down to the Baltic countries, Poland, Germany,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:08:57,912","00:09:01,416","nazaj gor do Skandinavcev,","and back up to Scandinavia,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:02,041","00:09:06,942","Nizozemska, Francija, spet Nemčija, mal, in pa Italija, pol pa domov za veliko noč.","the Netherlands, France, Germany again for a little bit then Italy, and after that it's home for Easter."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:07,461","00:09:10,207","Kar bo, kar bo kar poslastica po mojem,","Which will be, which will be a real treat in my opinion,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:10,374","00:09:12,450",pol pa nazaj v Združeno kraljestvo.,and then back to the UK.
